instant,dteday,season,year,month,hour,is_holiday,weekday,is_workingday,weather_cond,temperature,feeling_temperature,humidity,windspeed,casual,registered,total_count,time_of_day,temp_category,weather_daily
5888,2011-09-07,Fall,2011,September,19,0,3,1,Misty/Cloudy,0.64,0.5758,0.89,0.0,14,212,226,Evening,Mild,Light Snow/Rain
5889,2011-09-07,Fall,2011,September,20,0,3,1,Light Snow/Rain,0.64,0.5758,0.89,0.0896,3,93,96,Evening,Mild,Light Snow/Rain
5890,2011-09-07,Fall,2011,September,21,0,3,1,Light Snow/Rain,0.64,0.5758,0.89,0.0896,4,34,38,Evening,Mild,Light Snow/Rain
5891,2011-09-07,Fall,2011,September,22,0,3,1,Light Snow/Rain,0.62,0.5455,0.94,0.1642,3,26,29,Evening,Mild,Light Snow/Rain
5892,2011-09-07,Fall,2011,September,23,0,3,1,Light Snow/Rain,0.62,0.5455,0.94,0.194,3,21,24,Evening,Mild,Light Snow/Rain
5893,2011-09-08,Fall,2011,September,0,0,4,1,Light Snow/Rain,0.6,0.5,1.0,0.194,3,11,14,Morning,Hot,Light Snow/Rain
5894,2011-09-08,Fall,2011,September,1,0,4,1,Light Snow/Rain,0.62,0.5455,0.94,0.1045,0,4,4,Morning,Hot,Light Snow/Rain
5895,2011-09-08,Fall,2011,September,3,0,4,1,Light Snow/Rain,0.62,0.5455,0.94,0.0,0,2,2,Morning,Hot,Light Snow/Rain
5896,2011-09-08,Fall,2011,September,4,0,4,1,Misty/Cloudy,0.62,0.5455,0.94,0.0896,0,3,3,Morning,Hot,Light Snow/Rain
5897,2011-09-08,Fall,2011,September,5,0,4,1,Light Snow/Rain,0.62,0.5455,0.94,0.0896,1,13,14,Morning,Hot,Light Snow/Rain
5898,2011-09-08,Fall,2011,September,6,0,4,1,Light Snow/Rain,0.62,0.5455,0.94,0.1642,1,55,56,Morning,Hot,Light Snow/Rain
5899,2011-09-08,Fall,2011,September,7,0,4,1,Light Snow/Rain,0.62,0.5455,0.94,0.1045,7,172,179,Morning,Hot,Light Snow/Rain
5900,2011-09-08,Fall,2011,September,8,0,4,1,Light Snow/Rain,0.62,0.5455,0.94,0.1343,7,188,195,Morning,Hot,Light Snow/Rain
5901,2011-09-08,Fall,2011,September,9,0,4,1,Misty/Cloudy,0.62,0.5152,1.0,0.2537,4,65,69,Morning,Hot,Light Snow/Rain
5902,2011-09-08,Fall,2011,September,10,0,4,1,Misty/Cloudy,0.64,0.5606,0.94,0.1045,8,57,65,Morning,Hot,Light Snow/Rain
5903,2011-09-08,Fall,2011,September,11,0,4,1,Misty/Cloudy,0.64,0.5606,0.94,0.2239,16,82,98,Morning,Hot,Light Snow/Rain
5904,2011-09-08,Fall,2011,September,12,0,4,1,Misty/Cloudy,0.66,0.5909,0.94,0.2239,17,85,102,Afternoon,Hot,Light Snow/Rain
5905,2011-09-08,Fall,2011,September,13,0,4,1,Misty/Cloudy,0.68,0.6364,0.83,0.3881,14,112,126,Afternoon,Hot,Light Snow/Rain
5906,2011-09-08,Fall,2011,September,14,0,4,1,Misty/Cloudy,0.7,0.6667,0.79,0.3582,15,105,120,Afternoon,Hot,Light Snow/Rain
5907,2011-09-08,Fall,2011,September,15,0,4,1,Light Snow/Rain,0.66,0.5909,0.89,0.2985,24,115,139,Afternoon,Hot,Light Snow/Rain
5908,2011-09-08,Fall,2011,September,16,0,4,1,Light Snow/Rain,0.64,0.5606,0.94,0.2836,5,151,156,Afternoon,Hot,Light Snow/Rain
5909,2011-09-08,Fall,2011,September,17,0,4,1,Light Snow/Rain,0.64,0.5606,0.94,0.2836,11,102,113,Evening,Hot,Light Snow/Rain
5910,2011-09-08,Fall,2011,September,18,0,4,1,Light Snow/Rain,0.64,0.5606,0.94,0.3582,2,66,68,Evening,Hot,Light Snow/Rain
5911,2011-09-08,Fall,2011,September,19,0,4,1,Light Snow/Rain,0.62,0.5152,1.0,0.3284,1,51,52,Evening,Hot,Light Snow/Rain
5912,2011-09-08,Fall,2011,September,20,0,4,1,Misty/Cloudy,0.62,0.5455,0.94,0.1642,6,83,89,Evening,Hot,Light Snow/Rain
5913,2011-09-08,Fall,2011,September,21,0,4,1,Light Snow/Rain,0.64,0.5606,0.94,0.1045,6,76,82,Evening,Hot,Light Snow/Rain
5914,2011-09-08,Fall,2011,September,22,0,4,1,Light Snow/Rain,0.62,0.5152,1.0,0.0896,5,65,70,Evening,Hot,Light Snow/Rain
5915,2011-09-08,Fall,2011,September,23,0,4,1,Light Snow/Rain,0.62,0.5152,1.0,0.0896,0,26,26,Evening,Hot,Light Snow/Rain
5916,2011-09-09,Fall,2011,September,0,0,5,1,Light Snow/Rain,0.64,0.5606,0.94,0.194,1,15,16,Morning,Hot,Misty/Cloudy
5917,2011-09-09,Fall,2011,September,1,0,5,1,Misty/Cloudy,0.62,0.5152,1.0,0.1642,0,8,8,Morning,Hot,Misty/Cloudy
5918,2011-09-09,Fall,2011,September,2,0,5,1,Misty/Cloudy,0.62,0.5152,1.0,0.2537,1,7,8,Morning,Hot,Misty/Cloudy
5919,2011-09-09,Fall,2011,September,3,0,5,1,Misty/Cloudy,0.62,0.5455,0.94,0.2537,1,1,2,Morning,Hot,Misty/Cloudy
5920,2011-09-09,Fall,2011,September,4,0,5,1,Light Snow/Rain,0.62,0.5455,0.94,0.1642,0,3,3,Morning,Hot,Misty/Cloudy
5921,2011-09-09,Fall,2011,September,5,0,5,1,Misty/Cloudy,0.62,0.5455,0.94,0.1343,0,14,14,Morning,Hot,Misty/Cloudy
5922,2011-09-09,Fall,2011,September,6,0,5,1,Misty/Cloudy,0.62,0.5152,1.0,0.1343,3,54,57,Morning,Hot,Misty/Cloudy
5923,2011-09-09,Fall,2011,September,7,0,5,1,Light Snow/Rain,0.62,0.5152,1.0,0.2537,4,104,108,Morning,Hot,Misty/Cloudy
5924,2011-09-09,Fall,2011,September,8,0,5,1,Light Snow/Rain,0.62,0.5455,0.94,0.1642,12,276,288,Morning,Hot,Misty/Cloudy
5925,2011-09-09,Fall,2011,September,9,0,5,1,Light Snow/Rain,0.62,0.5455,0.94,0.1642,5,131,136,Morning,Hot,Misty/Cloudy
5926,2011-09-09,Fall,2011,September,10,0,5,1,Misty/Cloudy,0.62,0.5152,1.0,0.0,2,27,29,Morning,Hot,Misty/Cloudy
5927,2011-09-09,Fall,2011,September,11,0,5,1,Misty/Cloudy,0.62,0.5455,0.94,0.0,6,66,72,Morning,Hot,Misty/Cloudy
5928,2011-09-09,Fall,2011,September,12,0,5,1,Clear/Partly Cloudy,0.64,0.5606,0.94,0.0,4,71,75,Afternoon,Hot,Misty/Cloudy
5929,2011-09-09,Fall,2011,September,13,0,5,1,Clear/Partly Cloudy,0.7,0.6667,0.79,0.0896,14,108,122,Afternoon,Hot,Misty/Cloudy
5930,2011-09-09,Fall,2011,September,14,0,5,1,Clear/Partly Cloudy,0.72,0.697,0.74,0.0896,29,119,148,Afternoon,Hot,Misty/Cloudy
5931,2011-09-09,Fall,2011,September,15,0,5,1,Clear/Partly Cloudy,0.74,0.697,0.66,0.0,27,161,188,Afternoon,Hot,Misty/Cloudy
5932,2011-09-09,Fall,2011,September,16,0,5,1,Clear/Partly Cloudy,0.74,0.697,0.66,0.1343,41,244,285,Afternoon,Hot,Misty/Cloudy
5933,2011-09-09,Fall,2011,September,17,0,5,1,Clear/Partly Cloudy,0.7,0.6667,0.79,0.2537,54,451,505,Evening,Hot,Misty/Cloudy
5934,2011-09-09,Fall,2011,September,18,0,5,1,Clear/Partly Cloudy,0.7,0.6667,0.79,0.194,33,377,410,Evening,Hot,Misty/Cloudy
5935,2011-09-09,Fall,2011,September,19,0,5,1,Clear/Partly Cloudy,0.66,0.5909,0.89,0.1642,33,316,349,Evening,Hot,Misty/Cloudy
5936,2011-09-09,Fall,2011,September,20,0,5,1,Clear/Partly Cloudy,0.64,0.5606,0.94,0.0896,30,180,210,Evening,Hot,Misty/Cloudy
5937,2011-09-09,Fall,2011,September,21,0,5,1,Clear/Partly Cloudy,0.66,0.5909,0.89,0.0,49,154,203,Evening,Hot,Misty/Cloudy
5938,2011-09-09,Fall,2011,September,22,0,5,1,Clear/Partly Cloudy,0.62,0.5455,0.94,0.0,33,127,160,Evening,Hot,Misty/Cloudy
5939,2011-09-09,Fall,2011,September,23,0,5,1,Clear/Partly Cloudy,0.62,0.5455,0.94,0.0896,35,113,148,Evening,Hot,Misty/Cloudy
5940,2011-09-10,Fall,2011,September,0,0,6,0,Clear/Partly Cloudy,0.62,0.5455,0.94,0.0,32,84,116,Morning,Hot,Clear/Partly Cloudy
5941,2011-09-10,Fall,2011,September,1,0,6,0,Misty/Cloudy,0.62,0.5455,0.94,0.0,16,67,83,Morning,Hot,Clear/Partly Cloudy
5942,2011-09-10,Fall,2011,September,2,0,6,0,Misty/Cloudy,0.6,0.5,0.97,0.1045,18,46,64,Morning,Hot,Clear/Partly Cloudy
5943,2011-09-10,Fall,2011,September,3,0,6,0,Clear/Partly Cloudy,0.58,0.5455,1.0,0.1343,8,29,37,Morning,Hot,Clear/Partly Cloudy
5944,2011-09-10,Fall,2011,September,4,0,6,0,Clear/Partly Cloudy,0.58,0.5455,0.94,0.0896,3,4,7,Morning,Hot,Clear/Partly Cloudy
5945,2011-09-10,Fall,2011,September,5,0,6,0,Clear/Partly Cloudy,0.58,0.5455,0.94,0.1343,2,6,8,Morning,Hot,Clear/Partly Cloudy
5946,2011-09-10,Fall,2011,September,6,0,6,0,Clear/Partly Cloudy,0.58,0.5455,0.94,0.1642,0,6,6,Morning,Hot,Clear/Partly Cloudy
5947,2011-09-10,Fall,2011,September,7,0,6,0,Clear/Partly Cloudy,0.6,0.5455,0.88,0.1343,9,43,52,Morning,Hot,Clear/Partly Cloudy
5948,2011-09-10,Fall,2011,September,8,0,6,0,Clear/Partly Cloudy,0.62,0.5758,0.83,0.1642,16,103,119,Morning,Hot,Clear/Partly Cloudy
5949,2011-09-10,Fall,2011,September,9,0,6,0,Clear/Partly Cloudy,0.64,0.5909,0.78,0.2985,39,168,207,Morning,Hot,Clear/Partly Cloudy
5950,2011-09-10,Fall,2011,September,10,0,6,0,Clear/Partly Cloudy,0.7,0.6515,0.65,0.2537,85,233,318,Morning,Hot,Clear/Partly Cloudy
5951,2011-09-10,Fall,2011,September,11,0,6,0,Clear/Partly Cloudy,0.72,0.6818,0.62,0.2537,108,252,360,Morning,Hot,Clear/Partly Cloudy
5952,2011-09-10,Fall,2011,September,12,0,6,0,Clear/Partly Cloudy,0.72,0.6818,0.62,0.2239,144,260,404,Afternoon,Hot,Clear/Partly Cloudy
5953,2011-09-10,Fall,2011,September,13,0,6,0,Clear/Partly Cloudy,0.74,0.6818,0.55,0.2836,131,239,370,Afternoon,Hot,Clear/Partly Cloudy
5954,2011-09-10,Fall,2011,September,14,0,6,0,Clear/Partly Cloudy,0.74,0.6818,0.55,0.2836,129,230,359,Afternoon,Hot,Clear/Partly Cloudy
5955,2011-09-10,Fall,2011,September,15,0,6,0,Clear/Partly Cloudy,0.74,0.6818,0.55,0.2239,217,263,480,Afternoon,Hot,Clear/Partly Cloudy
5956,2011-09-10,Fall,2011,September,16,0,6,0,Clear/Partly Cloudy,0.74,0.6818,0.55,0.194,170,261,431,Afternoon,Hot,Clear/Partly Cloudy
5957,2011-09-10,Fall,2011,September,17,0,6,0,Clear/Partly Cloudy,0.74,0.6818,0.55,0.2239,185,275,460,Evening,Hot,Clear/Partly Cloudy
5958,2011-09-10,Fall,2011,September,18,0,6,0,Clear/Partly Cloudy,0.72,0.6667,0.58,0.194,119,241,360,Evening,Hot,Clear/Partly Cloudy
5959,2011-09-10,Fall,2011,September,19,0,6,0,Clear/Partly Cloudy,0.7,0.6515,0.58,0.1343,101,214,315,Evening,Hot,Clear/Partly Cloudy
5960,2011-09-10,Fall,2011,September,20,0,6,0,Clear/Partly Cloudy,0.66,0.6212,0.69,0.1045,78,167,245,Evening,Hot,Clear/Partly Cloudy
5961,2011-09-10,Fall,2011,September,21,0,6,0,Clear/Partly Cloudy,0.64,0.5909,0.78,0.0896,59,171,230,Evening,Hot,Clear/Partly Cloudy
5962,2011-09-10,Fall,2011,September,22,0,6,0,Clear/Partly Cloudy,0.64,0.5909,0.78,0.0,49,126,175,Evening,Hot,Clear/Partly Cloudy
5963,2011-09-10,Fall,2011,September,23,0,6,0,Misty/Cloudy,0.62,0.5606,0.88,0.0,32,107,139,Evening,Hot,Clear/Partly Cloudy
5964,2011-09-11,Fall,2011,September,0,0,0,0,Clear/Partly Cloudy,0.62,0.5606,0.88,0.0,29,79,108,Morning,Hot,Clear/Partly Cloudy
5965,2011-09-11,Fall,2011,September,1,0,0,0,Misty/Cloudy,0.62,0.5606,0.88,0.0,22,66,88,Morning,Hot,Clear/Partly Cloudy
5966,2011-09-11,Fall,2011,September,2,0,0,0,Misty/Cloudy,0.62,0.5909,0.78,0.194,16,60,76,Morning,Hot,Clear/Partly Cloudy
5967,2011-09-11,Fall,2011,September,3,0,0,0,Misty/Cloudy,0.62,0.5909,0.78,0.0896,15,30,45,Morning,Hot,Clear/Partly Cloudy
5968,2011-09-11,Fall,2011,September,4,0,0,0,Clear/Partly Cloudy,0.6,0.5606,0.83,0.1343,3,6,9,Morning,Hot,Clear/Partly Cloudy
5969,2011-09-11,Fall,2011,September,5,0,0,0,Clear/Partly Cloudy,0.6,0.5606,0.83,0.1343,15,24,39,Morning,Hot,Clear/Partly Cloudy
5970,2011-09-11,Fall,2011,September,6,0,0,0,Clear/Partly Cloudy,0.58,0.5455,0.88,0.1045,4,16,20,Morning,Hot,Clear/Partly Cloudy
5971,2011-09-11,Fall,2011,September,7,0,0,0,Clear/Partly Cloudy,0.6,0.5455,0.88,0.0,9,28,37,Morning,Hot,Clear/Partly Cloudy
5972,2011-09-11,Fall,2011,September,8,0,0,0,Clear/Partly Cloudy,0.64,0.5909,0.78,0.0,25,69,94,Morning,Hot,Clear/Partly Cloudy
5973,2011-09-11,Fall,2011,September,9,0,0,0,Clear/Partly Cloudy,0.66,0.6212,0.74,0.0,59,168,227,Morning,Hot,Clear/Partly Cloudy
5974,2011-09-11,Fall,2011,September,10,0,0,0,Clear/Partly Cloudy,0.7,0.6515,0.65,0.0,120,214,334,Morning,Hot,Clear/Partly Cloudy
5975,2011-09-11,Fall,2011,September,11,0,0,0,Clear/Partly Cloudy,0.7,0.6515,0.65,0.0,144,258,402,Morning,Hot,Clear/Partly Cloudy
5976,2011-09-11,Fall,2011,September,12,0,0,0,Clear/Partly Cloudy,0.7,0.6515,0.65,0.0,113,298,411,Afternoon,Hot,Clear/Partly Cloudy
5977,2011-09-11,Fall,2011,September,13,0,0,0,Clear/Partly Cloudy,0.74,0.6818,0.58,0.1045,119,231,350,Afternoon,Hot,Clear/Partly Cloudy
5978,2011-09-11,Fall,2011,September,14,0,0,0,Clear/Partly Cloudy,0.72,0.6667,0.58,0.2836,120,222,342,Afternoon,Hot,Clear/Partly Cloudy
5979,2011-09-11,Fall,2011,September,15,0,0,0,Clear/Partly Cloudy,0.74,0.6667,0.51,0.2985,134,270,404,Afternoon,Hot,Clear/Partly Cloudy
5980,2011-09-11,Fall,2011,September,16,0,0,0,Clear/Partly Cloudy,0.72,0.6667,0.51,0.2985,180,303,483,Afternoon,Hot,Clear/Partly Cloudy
5981,2011-09-11,Fall,2011,September,17,0,0,0,Clear/Partly Cloudy,0.72,0.6667,0.51,0.1343,152,228,380,Evening,Hot,Clear/Partly Cloudy
5982,2011-09-11,Fall,2011,September,18,0,0,0,Clear/Partly Cloudy,0.68,0.6364,0.65,0.2985,110,229,339,Evening,Hot,Clear/Partly Cloudy
5983,2011-09-11,Fall,2011,September,19,0,0,0,Clear/Partly Cloudy,0.64,0.6061,0.69,0.1045,101,232,333,Evening,Hot,Clear/Partly Cloudy
5984,2011-09-11,Fall,2011,September,20,0,0,0,Clear/Partly Cloudy,0.62,0.5909,0.73,0.1045,65,161,226,Evening,Hot,Clear/Partly Cloudy
5985,2011-09-11,Fall,2011,September,21,0,0,0,Clear/Partly Cloudy,0.64,0.6061,0.69,0.0,45,114,159,Evening,Hot,Clear/Partly Cloudy
5986,2011-09-11,Fall,2011,September,22,0,0,0,Clear/Partly Cloudy,0.62,0.6061,0.69,0.3881,21,74,95,Evening,Hot,Clear/Partly Cloudy
5987,2011-09-11,Fall,2011,September,23,0,0,0,Light Snow/Rain,0.58,0.5455,0.78,0.0896,12,33,45,Evening,Hot,Clear/Partly Cloudy
5988,2011-09-12,Fall,2011,September,0,0,1,1,Clear/Partly Cloudy,0.56,0.5303,0.88,0.0896,5,11,16,Morning,Hot,Clear/Partly Cloudy
5989,2011-09-12,Fall,2011,September,1,0,1,1,Clear/Partly Cloudy,0.56,0.5303,0.88,0.0,1,11,12,Morning,Hot,Clear/Partly Cloudy
5990,2011-09-12,Fall,2011,September,2,0,1,1,Clear/Partly Cloudy,0.56,0.5303,0.88,0.0,2,0,2,Morning,Hot,Clear/Partly Cloudy
5991,2011-09-12,Fall,2011,September,4,0,1,1,Clear/Partly Cloudy,0.54,0.5152,0.94,0.1045,0,4,4,Morning,Hot,Clear/Partly Cloudy
5992,2011-09-12,Fall,2011,September,5,0,1,1,Clear/Partly Cloudy,0.56,0.5303,0.83,0.0,1,23,24,Morning,Hot,Clear/Partly Cloudy
5993,2011-09-12,Fall,2011,September,6,0,1,1,Clear/Partly Cloudy,0.56,0.5303,0.83,0.0,1,108,109,Morning,Hot,Clear/Partly Cloudy
5994,2011-09-12,Fall,2011,September,7,0,1,1,Clear/Partly Cloudy,0.58,0.5455,0.83,0.0,12,300,312,Morning,Hot,Clear/Partly Cloudy
5995,2011-09-12,Fall,2011,September,8,0,1,1,Clear/Partly Cloudy,0.6,0.5758,0.78,0.0896,26,382,408,Morning,Hot,Clear/Partly Cloudy
5996,2011-09-12,Fall,2011,September,9,0,1,1,Clear/Partly Cloudy,0.64,0.6061,0.69,0.0,21,155,176,Morning,Hot,Clear/Partly Cloudy
5997,2011-09-12,Fall,2011,September,10,0,1,1,Clear/Partly Cloudy,0.68,0.6364,0.62,0.1642,40,89,129,Morning,Hot,Clear/Partly Cloudy
5998,2011-09-12,Fall,2011,September,11,0,1,1,Clear/Partly Cloudy,0.7,0.6515,0.58,0.194,34,131,165,Morning,Hot,Clear/Partly Cloudy
5999,2011-09-12,Fall,2011,September,12,0,1,1,Clear/Partly Cloudy,0.72,0.6667,0.51,0.194,37,147,184,Afternoon,Hot,Clear/Partly Cloudy
6000,2011-09-12,Fall,2011,September,13,0,1,1,Clear/Partly Cloudy,0.72,0.6667,0.54,0.1045,43,120,163,Afternoon,Hot,Clear/Partly Cloudy
6001,2011-09-12,Fall,2011,September,14,0,1,1,Clear/Partly Cloudy,0.74,0.6667,0.51,0.1642,60,129,189,Afternoon,Hot,Clear/Partly Cloudy
6002,2011-09-12,Fall,2011,September,15,0,1,1,Clear/Partly Cloudy,0.74,0.6667,0.48,0.0896,60,152,212,Afternoon,Hot,Clear/Partly Cloudy
6003,2011-09-12,Fall,2011,September,16,0,1,1,Clear/Partly Cloudy,0.72,0.6667,0.48,0.0,60,238,298,Afternoon,Hot,Clear/Partly Cloudy
6004,2011-09-12,Fall,2011,September,17,0,1,1,Clear/Partly Cloudy,0.72,0.6667,0.51,0.1642,75,515,590,Evening,Hot,Clear/Partly Cloudy
6005,2011-09-12,Fall,2011,September,18,0,1,1,Clear/Partly Cloudy,0.7,0.6515,0.54,0.194,56,515,571,Evening,Hot,Clear/Partly Cloudy
6006,2011-09-12,Fall,2011,September,19,0,1,1,Clear/Partly Cloudy,0.68,0.6364,0.57,0.1343,63,373,436,Evening,Hot,Clear/Partly Cloudy
6007,2011-09-12,Fall,2011,September,20,0,1,1,Clear/Partly Cloudy,0.66,0.6212,0.65,0.0,41,258,299,Evening,Hot,Clear/Partly Cloudy
6008,2011-09-12,Fall,2011,September,21,0,1,1,Clear/Partly Cloudy,0.64,0.6061,0.73,0.0896,29,166,195,Evening,Hot,Clear/Partly Cloudy
6009,2011-09-12,Fall,2011,September,22,0,1,1,Clear/Partly Cloudy,0.62,0.5758,0.83,0.1642,16,134,150,Evening,Hot,Clear/Partly Cloudy
6010,2011-09-12,Fall,2011,September,23,0,1,1,Clear/Partly Cloudy,0.62,0.5758,0.83,0.1045,7,62,69,Evening,Hot,Clear/Partly Cloudy
6011,2011-09-13,Fall,2011,September,0,0,2,1,Clear/Partly Cloudy,0.6,0.5455,0.88,0.1045,7,19,26,Morning,Hot,Clear/Partly Cloudy
6012,2011-09-13,Fall,2011,September,1,0,2,1,Clear/Partly Cloudy,0.58,0.5455,0.83,0.1045,4,6,10,Morning,Hot,Clear/Partly Cloudy
6013,2011-09-13,Fall,2011,September,2,0,2,1,Clear/Partly Cloudy,0.6,0.5758,0.78,0.0,2,0,2,Morning,Hot,Clear/Partly Cloudy
6014,2011-09-13,Fall,2011,September,3,0,2,1,Clear/Partly Cloudy,0.58,0.5455,0.83,0.0,2,2,4,Morning,Hot,Clear/Partly Cloudy
6015,2011-09-13,Fall,2011,September,4,0,2,1,Clear/Partly Cloudy,0.56,0.5303,0.88,0.0,2,6,8,Morning,Hot,Clear/Partly Cloudy
6016,2011-09-13,Fall,2011,September,5,0,2,1,Clear/Partly Cloudy,0.56,0.5303,0.88,0.0,1,19,20,Morning,Hot,Clear/Partly Cloudy
6017,2011-09-13,Fall,2011,September,6,0,2,1,Clear/Partly Cloudy,0.56,0.5303,0.88,0.1045,6,116,122,Morning,Hot,Clear/Partly Cloudy
6018,2011-09-13,Fall,2011,September,7,0,2,1,Clear/Partly Cloudy,0.58,0.5455,0.83,0.0896,14,348,362,Morning,Hot,Clear/Partly Cloudy
6019,2011-09-13,Fall,2011,September,8,0,2,1,Clear/Partly Cloudy,0.6,0.5606,0.81,0.1045,26,399,425,Morning,Hot,Clear/Partly Cloudy
6020,2011-09-13,Fall,2011,September,9,0,2,1,Clear/Partly Cloudy,0.64,0.6061,0.69,0.0896,35,179,214,Morning,Hot,Clear/Partly Cloudy
6021,2011-09-13,Fall,2011,September,10,0,2,1,Clear/Partly Cloudy,0.68,0.6364,0.69,0.1343,42,93,135,Morning,Hot,Clear/Partly Cloudy
6022,2011-09-13,Fall,2011,September,11,0,2,1,Clear/Partly Cloudy,0.7,0.6515,0.61,0.1642,33,120,153,Morning,Hot,Clear/Partly Cloudy
6023,2011-09-13,Fall,2011,September,12,0,2,1,Clear/Partly Cloudy,0.72,0.6667,0.58,0.2239,43,144,187,Afternoon,Hot,Clear/Partly Cloudy
6024,2011-09-13,Fall,2011,September,13,0,2,1,Clear/Partly Cloudy,0.74,0.6667,0.51,0.2836,48,136,184,Afternoon,Hot,Clear/Partly Cloudy
6025,2011-09-13,Fall,2011,September,14,0,2,1,Clear/Partly Cloudy,0.74,0.6667,0.51,0.3284,51,139,190,Afternoon,Hot,Clear/Partly Cloudy
6026,2011-09-13,Fall,2011,September,15,0,2,1,Clear/Partly Cloudy,0.74,0.6667,0.51,0.2985,35,145,180,Afternoon,Hot,Clear/Partly Cloudy
6027,2011-09-13,Fall,2011,September,16,0,2,1,Clear/Partly Cloudy,0.74,0.6667,0.51,0.2239,41,251,292,Afternoon,Hot,Clear/Partly Cloudy
6028,2011-09-13,Fall,2011,September,17,0,2,1,Clear/Partly Cloudy,0.74,0.6667,0.51,0.2239,72,507,579,Evening,Hot,Clear/Partly Cloudy
6029,2011-09-13,Fall,2011,September,18,0,2,1,Clear/Partly Cloudy,0.7,0.6515,0.61,0.1642,67,472,539,Evening,Hot,Clear/Partly Cloudy
6030,2011-09-13,Fall,2011,September,19,0,2,1,Clear/Partly Cloudy,0.68,0.6364,0.69,0.1642,55,341,396,Evening,Hot,Clear/Partly Cloudy
6031,2011-09-13,Fall,2011,September,20,0,2,1,Clear/Partly Cloudy,0.66,0.6212,0.74,0.194,31,241,272,Evening,Hot,Clear/Partly Cloudy
6032,2011-09-13,Fall,2011,September,21,0,2,1,Clear/Partly Cloudy,0.64,0.5909,0.78,0.1642,45,200,245,Evening,Hot,Clear/Partly Cloudy
6033,2011-09-13,Fall,2011,September,22,0,2,1,Clear/Partly Cloudy,0.64,0.5909,0.78,0.1343,24,120,144,Evening,Hot,Clear/Partly Cloudy
6034,2011-09-13,Fall,2011,September,23,0,2,1,Clear/Partly Cloudy,0.64,0.5909,0.78,0.1045,15,59,74,Evening,Hot,Clear/Partly Cloudy
6035,2011-09-14,Fall,2011,September,0,0,3,1,Clear/Partly Cloudy,0.62,0.5909,0.78,0.0896,5,28,33,Morning,Hot,Clear/Partly Cloudy
6036,2011-09-14,Fall,2011,September,1,0,3,1,Clear/Partly Cloudy,0.62,0.5909,0.78,0.0896,1,7,8,Morning,Hot,Clear/Partly Cloudy
6037,2011-09-14,Fall,2011,September,2,0,3,1,Clear/Partly Cloudy,0.6,0.5606,0.83,0.0,1,4,5,Morning,Hot,Clear/Partly Cloudy
6038,2011-09-14,Fall,2011,September,3,0,3,1,Clear/Partly Cloudy,0.6,0.5455,0.88,0.1343,1,7,8,Morning,Hot,Clear/Partly Cloudy
6039,2011-09-14,Fall,2011,September,4,0,3,1,Clear/Partly Cloudy,0.6,0.5606,0.83,0.0896,1,8,9,Morning,Hot,Clear/Partly Cloudy
6040,2011-09-14,Fall,2011,September,5,0,3,1,Clear/Partly Cloudy,0.58,0.5455,0.88,0.1045,1,30,31,Morning,Hot,Clear/Partly Cloudy
6041,2011-09-14,Fall,2011,September,6,0,3,1,Clear/Partly Cloudy,0.58,0.5455,0.88,0.1045,7,138,145,Morning,Hot,Clear/Partly Cloudy
6042,2011-09-14,Fall,2011,September,7,0,3,1,Clear/Partly Cloudy,0.6,0.5606,0.83,0.1045,20,350,370,Morning,Hot,Clear/Partly Cloudy
6043,2011-09-14,Fall,2011,September,8,0,3,1,Clear/Partly Cloudy,0.62,0.5758,0.83,0.1642,33,396,429,Morning,Hot,Clear/Partly Cloudy
6044,2011-09-14,Fall,2011,September,9,0,3,1,Clear/Partly Cloudy,0.64,0.5909,0.78,0.1642,19,183,202,Morning,Hot,Clear/Partly Cloudy
6045,2011-09-14,Fall,2011,September,10,0,3,1,Clear/Partly Cloudy,0.7,0.6515,0.7,0.1343,27,115,142,Morning,Hot,Clear/Partly Cloudy
6046,2011-09-14,Fall,2011,September,11,0,3,1,Clear/Partly Cloudy,0.72,0.6818,0.66,0.1642,43,121,164,Morning,Hot,Clear/Partly Cloudy
6047,2011-09-14,Fall,2011,September,12,0,3,1,Clear/Partly Cloudy,0.74,0.6818,0.58,0.2239,56,156,212,Afternoon,Hot,Clear/Partly Cloudy
6048,2011-09-14,Fall,2011,September,13,0,3,1,Clear/Partly Cloudy,0.76,0.697,0.55,0.2537,39,139,178,Afternoon,Hot,Clear/Partly Cloudy
6049,2011-09-14,Fall,2011,September,14,0,3,1,Clear/Partly Cloudy,0.78,0.7121,0.52,0.2239,19,105,124,Afternoon,Hot,Clear/Partly Cloudy
6050,2011-09-14,Fall,2011,September,15,0,3,1,Clear/Partly Cloudy,0.78,0.7121,0.49,0.2537,30,146,176,Afternoon,Hot,Clear/Partly Cloudy
6051,2011-09-14,Fall,2011,September,16,0,3,1,Clear/Partly Cloudy,0.76,0.697,0.52,0.2836,36,241,277,Afternoon,Hot,Clear/Partly Cloudy
6052,2011-09-14,Fall,2011,September,17,0,3,1,Clear/Partly Cloudy,0.76,0.697,0.52,0.2836,87,512,599,Evening,Hot,Clear/Partly Cloudy
6053,2011-09-14,Fall,2011,September,18,0,3,1,Clear/Partly Cloudy,0.72,0.6818,0.62,0.1642,83,503,586,Evening,Hot,Clear/Partly Cloudy
6054,2011-09-14,Fall,2011,September,19,0,3,1,Misty/Cloudy,0.7,0.6515,0.7,0.1045,44,337,381,Evening,Hot,Clear/Partly Cloudy
